player_name,season,season_label,games,fga,fgm,fga3,fgm3,fg_pct,tp_pct,efg,three_rate,tpa_per_game,team_name
Aaron Gordon,2021,2021-22,50,499,231,176,59,0.46292585170340683,0.3352272727272727,0.5220440881763527,0.3527054108216433,3.52,Orlando Magic
Aaron Gordon,2022,2022-23,75,834,434,260,87,0.5203836930455635,0.3346153846153846,0.5725419664268585,0.3117505995203837,3.466666666666667,Denver Nuggets
Aaron Gordon,2023,2023-24,68,761,429,173,60,0.5637319316688568,0.3468208092485549,0.6031537450722734,0.22733245729303547,2.5441176470588234,Denver Nuggets
Aaron Gordon,2024,2024-25,73,716,398,138,40,0.5558659217877095,0.2898550724637681,0.5837988826815642,0.19273743016759776,1.8904109589041096,Denver Nuggets
Aaron Holiday,2019,2019-20,48,262,105,127,43,0.40076335877862596,0.33858267716535434,0.48282442748091603,0.4847328244274809,2.6458333333333335,Indiana Pacers
Aaron Holiday,2020,2020-21,66,563,233,221,87,0.413854351687389,0.3936651583710407,0.4911190053285968,0.3925399644760213,3.3484848484848486,Indiana Pacers
Aaron Holiday,2021,2021-22,64,436,170,182,67,0.38990825688073394,0.36813186813186816,0.46674311926605505,0.41743119266055045,2.84375,Indiana Pacers
Aaron Holiday,2022,2022-23,60,338,151,103,39,0.4467455621301775,0.3786407766990291,0.5044378698224852,0.3047337278106509,1.7166666666666666,Washington Wizards
Aaron Holiday,2023,2023-24,54,220,92,88,36,0.41818181818181815,0.4090909090909091,0.5,0.4,1.6296296296296295,Atlanta Hawks
Aaron Holiday,2024,2024-25,76,417,186,217,84,0.4460431654676259,0.3870967741935484,0.5467625899280576,0.5203836930455635,2.8552631578947367,Houston Rockets
Aaron Nesmith,2021,2021-22,44,178,78,108,40,0.43820224719101125,0.37037037037037035,0.550561797752809,0.6067415730337079,2.4545454545454546,Boston Celtics
Aaron Nesmith,2022,2022-23,48,182,72,115,31,0.3956043956043956,0.26956521739130435,0.4807692307692308,0.6318681318681318,2.3958333333333335,Boston Celtics
Aaron Nesmith,2023,2023-24,73,590,252,314,115,0.4271186440677966,0.3662420382165605,0.5245762711864407,0.5322033898305085,4.301369863013699,Indiana Pacers
Aaron Nesmith,2024,2024-25,72,635,315,334,140,0.49606299212598426,0.41916167664670656,0.6062992125984252,0.525984251968504,4.638888888888889,Indiana Pacers
Aaron Wiggins,2022,2022-23,48,337,156,138,42,0.4629080118694362,0.30434782608695654,0.5252225519287834,0.4094955489614243,2.875,Oklahoma City Thunder
Aaron Wiggins,2023,2023-24,67,363,186,122,48,0.512396694214876,0.39344262295081966,0.5785123966942148,0.33608815426997246,1.8208955223880596,Oklahoma City Thunder
Aaron Wiggins,2024,2024-25,75,377,212,126,62,0.5623342175066313,0.49206349206349204,0.6445623342175066,0.33421750663129973,1.68,Oklahoma City Thunder
Al Horford,2013,2013-14,74,1060,576,6,3,0.5433962264150943,0.5,0.5448113207547169,0.005660377358490566,0.08108108108108109,Atlanta Hawks
Al Horford,2014,2014-15,29,420,238,11,4,0.5666666666666667,0.36363636363636365,0.5714285714285714,0.02619047619047619,0.3793103448275862,Atlanta Hawks
Al Horford,2015,2015-16,76,965,519,36,11,0.5378238341968912,0.3055555555555556,0.5435233160621762,0.03730569948186528,0.47368421052631576,Atlanta Hawks
Al Horford,2016,2016-17,82,1048,529,256,88,0.5047709923664122,0.34375,0.5467557251908397,0.24427480916030533,3.1219512195121952,Atlanta Hawks
